lettr,x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx
E,10,15,7,8,5,7,7,4,5,10,6,8,3,9,8,9
E,2,1,2,2,1,4,7,5,8,7,6,13,0,8,7,9
E,1,0,1,1,1,5,7,5,8,7,6,12,0,8,6,9
E,3,4,5,3,2,6,8,2,8,11,8,9,2,8,4,7
E,3,4,4,6,2,3,8,6,10,7,6,14,0,8,7,7
E,3,8,4,6,5,6,6,3,5,7,7,10,4,10,8,9
E,5,8,7,6,6,6,8,3,7,11,9,9,3,8,5,6
E,3,3,5,2,2,6,8,3,8,11,8,9,2,9,4,7
E,3,4,3,6,2,3,8,6,11,7,5,15,0,8,7,7
E,3,7,4,5,5,6,8,3,5,6,7,11,4,11,8,8
E,7,11,10,8,8,7,7,2,8,11,7,9,3,8,5,8
E,2,1,2,2,2,7,7,5,7,6,5,8,2,8,6,10
E,7,11,5,6,3,6,9,6,8,10,7,8,1,9,7,8
E,3,4,3,6,2,3,7,6,10,7,6,14,0,8,7,8
E,4,7,6,5,4,7,7,2,7,11,6,9,3,8,4,9
E,3,9,4,7,2,3,8,6,10,7,6,15,0,8,7,7
E,3,9,5,7,4,7,7,6,9,6,4,9,2,8,6,9
E,4,9,6,6,5,8,7,1,7,11,5,9,3,8,5,10
E,4,8,5,6,3,3,9,6,12,7,5,14,0,8,7,7
E,1,1,1,1,1,4,7,5,8,7,6,13,0,8,6,9
E,5,10,7,8,6,7,8,2,7,11,6,9,3,8,4,9
E,4,8,4,6,2,3,7,6,11,7,6,15,0,8,7,7
E,6,11,9,9,7,6,8,2,8,10,7,9,3,8,5,7
E,4,8,5,6,4,7,7,4,8,11,8,9,2,9,5,7
E,6,9,5,5,3,7,8,4,4,11,6,8,3,9,8,9
E,2,1,2,1,1,4,8,5,8,7,6,13,0,8,7,9
E,4,9,6,7,7,7,8,3,6,5,7,10,5,11,7,8
E,4,7,6,5,4,10,6,2,8,11,3,9,2,8,5,12
E,3,5,6,3,3,8,7,2,9,11,5,9,3,7,5,8
E,5,11,5,8,3,3,8,6,11,7,6,15,0,8,7,7
E,4,7,6,5,5,8,9,7,3,6,6,11,4,7,7,10
E,1,0,1,0,0,5,8,5,7,7,6,12,0,8,6,10
E,4,9,4,7,2,3,7,6,11,7,7,15,0,8,7,7
E,3,5,6,3,3,7,7,2,8,11,6,9,2,8,4,8
E,8,12,5,6,3,7,6,5,7,10,6,9,2,10,8,9
E,5,11,4,6,2,9,6,4,6,10,5,9,1,10,7,9
E,4,10,5,8,7,8,7,3,5,6,7,10,4,9,8,8
E,3,4,5,3,2,7,7,2,8,11,6,9,2,8,4,9
E,5,9,4,4,2,7,8,4,7,10,5,11,1,8,7,8
E,1,1,1,2,1,4,7,5,8,7,6,13,0,8,6,9
E,4,8,6,7,7,5,8,4,4,8,7,9,5,11,9,11
E,3,6,4,4,4,8,7,5,3,7,6,9,4,8,7,9
E,2,7,3,5,2,3,7,6,10,7,6,14,0,8,7,8
E,3,4,4,6,2,3,6,6,11,7,7,15,0,8,7,7
E,5,11,7,8,5,5,9,4,9,11,9,8,3,8,5,5
E,2,4,2,3,2,7,7,5,7,7,6,8,2,8,5,10
E,5,10,7,8,7,8,7,6,3,7,6,9,4,8,8,10
E,3,2,4,3,3,7,7,5,7,7,5,9,2,8,6,10
E,5,7,6,6,6,5,7,4,3,7,6,8,5,11,9,8
E,3,1,3,3,2,7,7,5,8,7,7,8,2,8,6,9
E,4,9,6,7,5,9,7,2,7,11,5,8,3,7,6,10
E,2,3,4,2,2,6,7,2,7,11,6,9,2,8,3,8
E,3,8,5,6,5,6,7,3,6,7,7,11,4,10,9,8
E,4,11,4,8,3,3,7,6,10,7,6,14,0,8,8,7
E,3,4,3,3,3,7,7,5,8,7,6,8,2,8,6,9
E,3,8,3,6,2,3,7,6,11,7,6,15,0,8,6,7
E,5,10,7,8,6,7,7,6,9,7,6,9,6,8,6,9
E,3,8,4,6,2,3,6,6,11,7,7,14,0,8,7,7
E,4,9,4,6,3,3,7,6,11,7,6,15,0,8,7,7
E,9,11,6,6,3,8,7,5,7,10,6,11,2,9,8,8
E,4,10,3,5,2,9,6,5,4,11,4,10,3,8,8,13
E,4,6,5,4,4,10,6,2,6,11,4,9,2,8,4,12
E,7,12,5,6,4,8,7,4,4,11,5,9,3,9,8,11
E,4,7,5,5,4,10,6,2,7,11,4,8,4,9,5,12
E,4,10,4,8,4,3,8,5,9,7,6,14,0,8,6,8
E,3,8,5,6,5,7,7,4,8,7,7,8,3,8,5,10
E,2,3,3,5,2,3,6,6,10,7,7,14,0,8,7,8
E,4,6,5,4,3,6,8,4,8,12,8,9,2,9,4,6
E,3,4,3,6,2,3,8,6,10,7,6,15,0,8,7,8
E,4,9,5,7,3,3,7,6,11,7,6,15,0,8,7,7
E,5,8,7,7,7,7,9,5,5,7,7,10,5,9,9,10
E,6,9,8,7,8,8,10,6,3,6,6,9,5,7,7,9
E,5,11,5,8,3,3,8,6,12,7,6,15,0,8,7,6
E,5,10,3,5,2,7,8,5,6,10,6,9,1,9,7,8
E,3,8,3,6,2,3,7,6,10,7,6,14,0,8,7,8
E,6,9,8,7,6,5,8,3,8,11,9,9,3,9,4,6
E,2,3,3,2,2,7,7,5,7,7,6,8,2,8,5,10
E,3,5,4,7,2,3,8,6,11,7,5,15,0,8,7,7
E,4,10,5,7,5,6,7,6,9,6,4,10,3,8,6,9
E,4,7,6,6,5,5,9,3,5,8,7,9,4,10,7,7
E,4,6,6,4,4,6,8,3,7,11,8,9,3,9,4,7
E,6,9,8,8,9,7,7,5,4,7,7,10,9,12,11,12
E,2,1,3,2,2,7,7,5,7,7,6,8,2,8,5,10
E,3,6,3,4,2,3,8,6,10,7,5,14,0,8,7,7
E,4,7,5,5,3,6,8,3,8,11,7,8,2,8,4,7
E,1,0,1,1,1,5,7,5,8,7,6,12,0,8,6,9
E,7,10,9,8,9,8,7,6,2,7,6,10,5,8,8,10
E,3,9,3,7,2,2,7,6,10,7,7,15,0,8,7,7
E,3,3,4,5,2,3,7,6,11,7,6,15,0,8,7,7
E,3,8,5,6,4,7,7,5,8,7,6,9,6,8,6,9
E,3,5,5,3,2,7,7,2,8,11,5,9,2,8,4,9
E,2,6,3,4,3,7,7,4,7,7,5,8,3,8,5,10
E,3,5,6,4,3,8,7,2,8,11,5,8,2,8,5,10
E,5,11,7,8,8,8,5,7,3,8,6,11,5,8,8,10
E,4,5,5,7,3,3,7,6,11,7,7,15,0,8,7,7
E,5,9,4,4,2,9,6,4,4,11,4,10,3,8,6,11
E,3,5,4,4,3,7,8,5,8,7,5,9,2,8,6,9
E,2,3,3,2,1,7,7,2,7,11,7,9,1,8,3,8
E,4,7,5,5,4,6,7,3,7,11,8,9,3,8,4,8
E,4,6,5,5,5,6,8,4,3,8,7,9,4,10,8,11
E,4,10,4,7,4,3,7,5,9,7,7,13,0,8,7,9
E,3,7,3,5,2,3,6,6,10,7,7,14,0,8,7,8
E,4,9,5,6,4,7,7,3,8,11,7,9,3,8,5,8
E,3,2,4,4,3,7,7,6,8,7,7,9,2,8,6,9
E,2,4,4,3,2,7,8,2,8,11,7,9,2,8,4,8
E,2,1,3,2,2,7,7,5,7,7,5,9,2,8,5,10
E,3,7,4,5,2,3,7,6,11,7,6,15,0,8,7,7
E,4,8,5,6,6,6,7,5,7,7,6,10,3,8,5,9
E,3,8,4,6,2,3,7,6,11,7,6,15,0,8,7,7
E,4,7,6,5,3,8,7,2,9,11,5,8,2,8,5,10
E,4,6,6,4,6,7,8,3,5,6,7,11,3,10,7,8
E,2,6,3,4,3,6,7,6,8,6,5,10,2,8,5,9
E,5,11,6,8,7,6,7,5,8,7,6,10,3,8,6,9
E,1,0,1,0,0,5,7,5,7,7,6,12,0,8,6,9
E,2,1,2,1,1,4,7,5,8,7,6,13,0,8,7,9
E,6,9,8,8,8,6,9,4,4,8,7,10,5,11,8,10
E,4,10,4,7,4,3,8,5,9,7,6,13,0,8,7,9
E,3,5,6,3,3,7,7,2,8,12,7,9,2,9,4,8
E,5,7,7,5,5,7,8,2,8,11,7,8,3,8,5,8
E,1,3,3,2,1,6,8,2,7,11,7,9,1,8,4,9
E,4,11,6,8,5,10,6,2,7,11,4,9,3,7,6,12
E,4,11,6,8,5,7,7,2,8,11,6,10,3,7,5,8
E,3,2,3,4,3,7,8,5,7,7,5,9,2,8,5,10
E,6,14,5,8,4,8,7,4,4,11,5,9,3,9,8,11
E,1,3,3,2,1,6,7,2,7,11,7,9,1,8,3,8
E,2,2,3,3,3,7,7,5,7,7,7,9,2,8,5,10
E,3,8,5,6,5,7,8,5,8,6,5,9,3,8,5,9
E,5,9,8,7,8,6,7,3,7,5,6,11,4,10,11,8
E,4,8,5,6,5,6,8,7,9,6,4,10,3,8,6,8
E,6,10,9,8,6,6,8,4,9,11,9,9,2,9,5,6
E,4,9,6,7,6,7,7,5,8,7,7,9,3,8,5,9
E,4,8,6,6,6,7,7,3,6,7,7,10,4,9,8,8
E,1,0,2,1,1,5,7,5,8,7,6,12,0,8,6,9
E,4,10,4,8,4,3,9,5,10,7,6,14,0,8,6,8
E,2,4,4,3,2,7,7,2,7,11,6,8,2,8,5,9
E,4,9,6,8,7,6,9,5,5,7,7,11,6,10,9,10
E,1,0,1,1,1,4,7,5,8,7,6,13,0,8,6,10
E,3,5,5,4,3,8,7,2,7,11,5,8,2,9,5,10
E,4,10,3,5,2,8,7,5,4,11,5,10,3,8,7,11
E,4,8,4,6,4,3,6,5,9,7,7,14,0,8,6,9
E,5,9,8,7,5,10,6,2,8,11,4,9,3,8,5,11
E,4,8,5,6,5,7,7,5,8,6,5,9,3,8,6,9
E,3,5,5,3,3,6,8,2,8,11,8,9,2,9,4,7
E,5,5,5,7,3,3,8,6,12,7,5,15,0,8,7,7
E,5,9,7,7,8,7,6,3,6,7,7,11,4,9,8,7
E,4,11,6,8,6,8,7,5,9,6,5,9,3,8,6,9
E,1,1,2,2,1,4,7,5,8,7,6,13,0,8,6,9
E,5,9,4,4,2,8,7,3,4,10,5,9,3,9,8,11
E,4,9,3,5,3,8,6,3,5,10,5,8,3,9,8,11
E,1,1,2,2,1,4,7,5,8,7,6,13,0,8,6,9
E,4,8,6,6,4,6,8,4,8,11,9,9,2,9,5,6
E,4,9,5,7,6,6,7,5,8,7,6,10,3,8,6,9
E,2,0,2,1,1,5,7,5,8,7,6,12,0,8,7,9
E,4,11,4,8,3,3,7,6,11,7,6,15,0,8,7,7
E,2,7,3,5,2,3,8,6,11,7,5,15,0,8,6,8
E,5,5,5,8,3,3,8,6,12,7,5,15,0,8,7,6
E,7,10,9,8,8,7,4,6,4,7,6,9,5,9,9,8
E,2,3,4,1,2,6,8,2,7,11,7,8,1,8,3,7
E,4,7,6,5,5,6,8,3,7,11,8,9,3,8,4,7
E,5,8,6,6,5,8,7,6,3,7,6,10,4,8,8,9
E,3,8,4,6,3,7,8,6,10,6,4,9,3,8,6,8
E,2,3,4,2,2,7,7,2,8,11,6,8,1,8,4,8
E,4,10,6,8,4,7,7,3,8,11,7,9,3,8,5,8
E,4,7,6,5,4,7,8,2,7,11,6,9,3,8,4,9
E,3,7,4,5,4,8,8,4,7,7,5,8,3,8,5,10
E,4,7,6,5,4,9,6,2,8,11,5,9,3,8,5,10
E,3,8,3,6,2,3,7,6,9,7,6,14,0,8,7,8
E,4,10,5,8,3,3,9,6,12,7,5,14,0,8,8,7
E,3,5,5,4,3,5,8,3,8,11,9,10,2,8,4,6
E,2,5,4,3,2,6,8,2,7,11,7,9,2,8,4,8
E,6,11,6,8,4,3,7,6,11,7,6,14,0,8,8,7
E,3,6,3,4,2,3,8,6,10,7,5,14,0,8,7,8
E,9,14,7,8,5,7,9,5,5,10,6,10,3,8,7,10
E,7,11,10,8,6,8,7,2,9,11,6,9,5,7,6,8
E,3,3,3,5,2,3,9,6,11,7,5,14,0,8,7,8
E,3,6,4,4,2,4,8,6,10,7,5,13,0,8,7,8
E,4,6,6,6,6,6,8,4,4,8,7,9,4,11,8,10
E,4,11,5,8,5,2,8,5,10,7,5,14,0,8,6,9
E,4,10,6,7,6,7,7,5,3,7,6,8,5,8,8,9
E,5,10,4,5,3,7,8,4,3,10,5,9,4,9,7,10
E,3,5,3,4,3,7,7,5,7,7,6,9,2,8,5,10
E,5,8,7,6,7,7,7,3,6,7,7,11,4,10,8,9
E,1,3,3,2,1,7,7,2,6,11,6,9,1,8,4,9
E,4,9,4,6,4,3,6,5,9,6,7,13,0,8,7,9
E,3,6,5,4,4,8,7,5,2,7,6,9,4,8,7,10
E,6,11,9,8,6,6,7,2,9,11,6,9,2,8,5,8
E,2,4,3,3,2,7,7,2,7,11,7,9,2,8,4,8
E,4,7,6,6,6,6,8,3,3,8,7,8,5,12,9,9
E,5,11,5,8,6,3,7,5,9,7,7,14,0,8,6,8
E,2,6,3,4,2,3,7,5,9,7,6,14,0,8,6,9
E,4,5,5,5,5,7,9,5,5,7,8,11,5,9,7,9
E,4,7,5,5,5,7,7,5,8,6,5,9,3,8,6,9
E,6,9,8,7,5,7,7,2,9,11,5,9,3,8,5,8
E,5,7,7,5,4,6,8,2,9,11,6,9,2,8,4,8
E,4,11,4,8,5,3,9,5,10,7,6,14,0,8,6,8
E,5,8,7,6,5,4,9,2,8,10,8,9,3,9,4,6
E,7,10,9,8,7,4,9,4,8,12,10,9,3,8,5,4
E,3,4,5,3,2,7,7,2,8,11,7,9,2,8,4,8
E,4,5,5,8,3,3,7,6,11,7,6,15,0,8,7,7
E,3,11,5,8,5,7,7,6,8,6,5,9,3,8,6,9
E,4,2,4,4,3,8,7,6,10,6,5,9,2,8,6,8
E,5,9,8,7,5,6,8,4,9,12,9,9,3,8,5,6
E,5,9,5,7,3,3,8,6,11,7,6,15,0,8,7,7
E,2,3,4,1,2,7,7,2,7,11,7,9,1,9,4,8
E,3,6,5,6,5,6,8,4,3,7,7,10,4,10,7,12
E,2,3,3,5,2,3,7,6,10,7,6,15,0,8,7,8
E,4,8,6,6,6,7,7,5,8,7,7,9,3,8,6,9
E,2,1,3,3,2,7,7,5,7,7,6,9,2,8,5,10
E,2,1,3,2,2,7,7,5,7,7,6,8,2,8,5,10
E,4,4,4,6,3,3,8,6,12,7,5,14,0,8,7,7
E,5,12,4,6,3,7,7,4,5,10,6,8,3,9,8,9
E,5,11,7,8,6,7,7,2,7,11,7,9,3,8,4,8
E,4,8,6,6,5,8,6,6,3,7,6,10,4,8,8,9
E,5,4,5,6,3,3,7,6,11,7,6,15,0,8,7,7
E,5,9,4,4,2,8,7,5,4,10,5,10,3,8,7,10
E,4,10,4,7,3,3,6,6,11,7,7,15,0,8,7,7
E,3,8,4,6,4,8,7,5,9,6,4,8,2,8,6,9
E,1,1,1,1,1,4,8,5,7,7,6,12,0,8,6,10
E,6,9,8,7,7,8,8,6,3,6,6,10,4,8,8,9
E,3,8,3,6,2,2,8,6,10,7,6,15,0,8,6,7
E,2,6,3,4,2,3,6,6,10,7,6,14,0,8,7,8
E,3,7,3,5,2,3,8,6,11,7,5,14,0,8,7,8
E,3,5,3,4,3,7,8,5,8,7,5,9,2,8,6,9
E,3,9,5,6,5,6,8,3,6,6,7,11,4,11,8,8
E,2,5,4,3,2,6,7,2,8,11,7,9,2,8,4,8
E,3,7,4,5,4,7,7,5,8,8,8,9,3,9,6,9
E,4,9,6,6,6,7,7,6,3,7,6,11,4,8,8,9
E,3,7,4,5,4,7,8,6,9,6,4,9,3,8,6,8
E,3,7,5,6,5,7,6,5,3,7,6,10,5,10,6,11
E,6,9,8,7,5,7,7,3,9,11,8,9,2,8,4,8
E,5,7,6,5,5,8,9,6,3,6,6,10,4,8,7,9
E,0,0,1,0,0,5,7,5,6,7,6,12,0,8,6,10
E,1,3,3,2,1,6,7,2,7,11,7,9,1,8,4,9
E,3,7,5,5,5,7,7,3,6,7,7,10,4,10,7,8
E,4,8,6,6,5,7,8,6,9,6,4,9,3,8,6,8
E,2,7,3,5,3,3,8,5,9,7,6,13,0,8,6,9
E,4,11,4,8,3,3,8,6,11,7,5,14,0,8,7,7
E,5,9,5,7,3,3,7,6,11,7,6,14,0,8,8,7
E,5,11,7,9,6,5,7,7,9,7,6,12,3,8,6,8
E,3,2,3,4,3,7,7,6,7,7,6,9,2,8,6,9
E,5,10,7,9,8,7,7,5,3,7,7,9,6,10,10,12
E,1,1,1,1,1,4,7,5,8,7,6,13,0,8,6,9
E,2,3,3,5,2,3,7,6,10,7,6,14,0,8,7,8
E,3,8,4,6,2,3,6,6,11,7,7,15,0,8,7,7
E,2,4,2,3,2,7,7,5,6,7,6,8,2,8,5,11
E,2,3,4,2,2,7,7,2,7,11,7,9,2,8,4,8
E,4,5,4,4,4,7,7,5,8,7,7,9,2,8,6,9
E,6,8,8,6,6,7,7,2,8,11,5,9,3,8,4,9
E,5,10,7,7,7,8,9,6,3,6,6,9,4,7,7,9
E,3,7,4,5,4,8,7,4,8,7,7,8,2,8,6,10
E,4,7,6,5,4,5,9,2,8,11,7,9,3,9,5,7
E,6,9,8,7,7,8,8,7,3,6,6,11,6,8,9,8
E,4,9,6,7,5,5,9,3,7,11,9,9,3,9,4,6
E,1,0,1,1,1,5,7,5,8,7,6,12,0,8,6,9
E,5,9,7,6,6,8,8,6,3,6,6,10,5,8,9,8
E,6,11,9,9,6,10,6,2,9,11,4,9,3,8,5,11
E,4,9,6,7,6,8,9,7,2,6,6,11,4,7,8,9
E,7,10,5,5,2,7,7,4,7,10,6,11,1,9,7,9
E,0,0,1,0,0,5,7,5,7,7,6,12,0,8,6,10
E,2,3,4,2,2,7,7,2,7,11,7,9,2,8,4,8
E,5,6,5,8,3,3,7,6,11,7,6,15,0,8,7,7
E,2,3,3,2,2,7,7,5,7,7,6,9,2,8,5,10
E,4,9,3,4,2,10,5,3,4,11,4,9,2,8,6,12
E,4,11,5,8,7,7,7,5,7,7,5,9,6,8,6,10
E,5,9,6,7,7,7,7,4,8,7,6,8,6,8,6,10
E,4,7,6,5,5,8,7,6,3,7,6,10,4,8,8,9
E,4,11,5,8,6,7,7,5,8,7,6,9,3,8,6,9
E,3,4,3,7,2,3,7,6,10,7,6,15,0,8,7,7
E,3,7,4,5,2,3,8,6,11,7,6,15,0,8,7,7
E,3,7,4,5,4,7,7,4,7,7,6,8,3,8,5,10
E,3,9,3,6,2,3,6,6,10,7,7,14,0,8,7,8
E,3,8,4,6,4,6,7,7,9,7,7,11,3,8,6,8
E,3,10,4,7,2,3,7,6,11,7,6,15,0,8,7,7
E,4,8,5,6,5,7,7,5,8,7,7,9,3,8,6,9
E,3,3,4,5,2,3,8,6,11,7,5,14,0,8,7,7
E,3,7,4,5,2,3,7,6,10,7,6,14,0,8,7,7
E,3,7,4,5,3,6,7,6,8,7,7,10,2,8,6,9
E,4,7,5,5,3,7,8,2,8,11,6,8,2,8,5,8
E,6,9,8,7,5,9,7,2,10,11,4,9,2,8,5,9
E,3,7,5,5,3,8,7,2,9,11,5,8,2,8,5,9
E,4,8,6,6,6,8,10,6,4,6,6,9,4,6,7,9
E,9,15,6,9,5,7,7,4,4,11,5,9,3,9,8,11
E,4,9,6,6,6,6,8,6,8,6,5,10,3,8,6,9
E,5,9,7,7,7,6,7,3,6,8,7,11,5,10,9,9
E,8,11,5,6,3,7,9,5,8,10,6,10,1,8,7,9
E,2,3,2,2,2,7,7,5,7,7,6,9,2,8,5,10
E,2,5,4,3,2,7,7,1,8,10,6,9,2,8,4,8
E,3,5,5,3,2,6,7,1,8,11,6,9,2,8,4,8
E,3,5,5,3,3,7,8,2,8,11,7,9,2,9,4,8
E,4,5,5,8,3,3,8,6,12,7,5,15,0,8,7,7
E,3,6,3,4,3,3,7,5,9,7,6,13,0,8,6,9
E,5,9,7,7,5,10,6,2,9,11,4,8,2,8,5,12
E,3,8,4,6,5,6,7,3,4,6,7,10,4,11,8,7
E,4,10,6,8,6,6,8,6,9,6,4,10,2,8,6,9
E,7,11,4,6,2,8,7,5,8,10,6,9,2,10,7,9
E,2,4,4,3,2,7,8,2,7,11,7,9,2,9,4,8
E,2,5,4,3,2,6,8,2,7,11,7,9,2,8,4,8
E,2,3,2,1,1,7,7,5,7,7,6,8,2,8,5,10
E,4,11,4,8,4,2,8,5,9,7,6,14,0,8,6,8
E,6,10,9,8,7,7,7,2,8,11,7,9,3,9,4,8
E,5,10,4,5,3,7,10,5,5,10,5,9,3,8,6,10
E,2,4,4,3,2,7,7,2,8,11,6,9,2,8,4,8
E,6,11,8,9,7,9,6,1,8,11,4,9,4,7,6,10
E,4,10,6,7,7,7,7,3,6,7,7,10,4,9,8,8
E,5,10,7,8,6,9,7,2,7,11,5,8,3,8,5,10
E,4,5,4,8,3,3,7,6,10,7,6,14,0,8,7,7
E,3,7,4,5,3,4,9,2,8,10,8,10,2,8,4,5
E,2,4,4,3,2,6,8,2,8,11,7,9,2,8,4,8
E,2,1,2,2,1,4,7,5,8,7,6,13,0,8,7,9
E,3,7,3,5,2,3,7,6,11,7,7,15,0,8,6,7
E,6,13,5,7,4,6,8,5,5,10,6,9,3,8,8,11
E,5,9,7,7,6,8,7,6,3,7,6,10,5,9,9,8
E,1,3,2,2,2,7,7,5,6,7,6,8,2,8,5,10
E,3,8,5,6,6,5,7,3,7,8,7,12,4,9,8,8
E,3,3,3,4,2,3,8,6,9,7,6,14,0,8,7,8
E,4,6,6,4,5,7,9,5,3,6,6,8,4,8,6,7
E,2,1,3,2,2,7,8,5,7,7,6,9,2,8,5,10
E,4,7,5,5,4,6,7,7,9,8,8,10,3,8,6,8
E,3,5,4,3,3,7,7,5,8,6,5,8,2,8,6,9
E,5,7,7,5,5,7,8,1,8,11,6,9,3,8,4,9
E,5,8,6,6,6,8,5,6,3,7,7,9,4,8,8,10
E,3,7,3,5,2,3,7,6,9,7,6,14,0,8,7,8
E,3,9,4,6,4,3,8,5,9,7,7,14,0,8,6,9
E,2,3,3,1,1,5,8,2,7,11,8,10,1,8,3,7
E,6,10,8,8,5,5,9,2,10,10,8,9,3,8,5,5
E,3,7,3,5,2,3,7,6,10,7,6,14,0,8,7,8
E,7,10,5,5,4,7,8,4,4,10,5,9,3,8,9,11
E,0,0,1,0,0,5,7,5,6,7,6,12,0,8,6,10
E,6,10,8,8,8,7,7,5,3,7,6,9,5,8,9,8
E,4,8,5,6,6,8,7,4,7,7,5,8,6,8,6,10
E,3,5,5,4,3,6,7,2,8,11,7,9,2,8,4,8
E,4,9,5,7,4,4,9,3,8,10,8,10,2,8,4,6
E,4,10,6,8,6,7,7,5,8,7,7,10,3,8,6,9
E,3,10,4,8,2,2,8,6,11,7,6,15,0,8,7,7
E,4,8,4,6,4,3,8,5,9,7,6,14,0,8,6,8
E,4,11,5,8,5,3,7,5,9,7,7,14,0,8,6,9
E,6,11,8,8,6,8,7,3,9,12,6,9,2,9,5,8
E,6,14,5,8,4,8,8,4,5,11,5,9,3,9,8,11
E,3,8,4,6,4,6,7,5,8,7,5,10,3,8,5,9
E,5,9,7,7,7,8,10,7,4,6,6,11,5,8,8,9
E,7,10,9,8,7,7,7,2,8,11,7,9,3,8,5,8
E,5,8,7,6,5,7,7,2,7,11,6,9,3,8,4,9
E,3,5,5,4,3,8,7,2,8,11,5,8,2,8,4,10
E,4,7,6,5,5,8,6,5,3,7,6,10,4,8,7,9
E,4,8,6,6,4,7,7,3,8,11,7,9,3,8,5,8
E,6,10,9,8,7,10,6,2,7,11,5,8,6,8,6,11
E,4,9,5,6,3,5,9,2,10,10,8,9,2,8,5,5
E,1,1,2,2,1,4,7,5,8,7,6,13,0,8,7,9
E,2,5,4,3,2,7,7,2,8,11,7,9,2,9,4,8
E,3,7,4,5,4,8,7,2,6,11,6,8,3,8,4,10
E,7,10,5,5,3,8,6,4,7,10,6,9,2,10,8,8
E,4,5,5,4,4,6,8,4,4,8,7,10,4,10,8,11
E,4,8,4,6,2,3,6,6,11,7,7,15,0,8,7,7
E,3,2,3,4,3,7,7,6,7,7,6,9,2,8,6,9
E,3,6,4,4,3,8,7,2,6,11,6,9,3,8,4,10
E,5,10,7,8,5,10,7,2,9,11,3,8,3,8,5,12
E,3,2,4,4,3,7,7,5,8,7,5,9,2,8,6,10
E,5,8,7,7,7,5,10,4,6,8,7,10,4,11,7,7
E,2,3,3,2,2,8,7,1,7,11,5,8,2,8,4,10
E,3,2,3,3,3,7,7,5,7,7,5,9,2,8,5,10
E,6,9,8,8,9,7,7,5,4,8,7,9,8,11,10,12
E,4,6,6,4,4,6,8,2,9,11,7,10,2,9,4,8
E,2,3,4,1,2,7,7,2,7,11,7,9,1,9,4,8
E,4,9,6,7,5,6,8,3,7,11,8,8,3,8,5,6
E,2,4,3,3,2,7,7,5,7,7,7,9,2,8,5,9
E,1,0,1,0,1,5,7,5,7,7,6,12,0,8,6,9
E,3,9,4,7,2,3,8,6,11,7,5,15,0,8,7,7
E,0,0,1,0,0,5,7,5,6,7,6,12,0,8,5,11
E,1,1,1,1,1,4,7,5,8,7,6,13,0,8,6,9
E,4,10,6,8,7,8,7,4,7,7,7,7,6,8,5,10
E,5,7,7,6,7,7,6,6,4,7,6,9,8,10,10,10
E,1,3,3,2,1,6,7,2,7,10,7,9,2,8,4,9
E,2,2,3,4,3,7,7,6,7,7,6,9,2,8,6,10
E,4,8,5,6,5,8,7,6,3,6,6,10,3,8,7,9
E,3,2,4,3,3,7,7,5,8,7,6,9,2,8,6,9
E,6,10,5,5,3,7,8,4,4,10,6,8,3,9,9,9
E,3,9,4,6,2,3,7,6,11,7,6,15,0,8,7,7
E,3,8,3,6,4,3,7,5,9,7,7,14,0,8,6,9
E,7,9,5,5,2,7,7,5,7,10,6,9,1,9,7,9
E,2,3,4,2,2,6,9,2,8,11,7,8,2,8,4,7
E,3,6,3,4,2,3,8,6,10,7,6,14,0,8,7,8
E,4,10,6,8,5,8,7,5,9,7,6,8,3,8,6,9
E,3,7,3,5,2,3,8,6,10,7,6,14,0,8,7,8
E,6,10,8,8,5,5,8,4,9,12,9,9,3,8,5,6
E,2,2,3,4,3,7,7,6,7,7,6,9,2,8,6,10
E,3,8,5,6,4,4,8,5,8,11,10,9,2,9,4,5
E,4,7,4,5,3,3,7,5,10,7,6,14,0,8,6,8
E,3,10,4,7,5,7,7,6,8,8,8,9,3,8,6,9
E,2,5,4,3,2,6,7,1,8,11,6,9,2,8,4,8
E,1,3,3,1,1,6,7,2,6,11,6,9,2,8,3,9
E,3,9,4,7,4,7,7,7,9,8,8,10,3,8,6,7
E,3,7,3,5,2,3,7,6,10,7,6,15,0,8,7,7
E,3,4,3,3,3,7,8,6,8,7,5,9,2,8,6,9
E,2,7,4,5,3,7,7,5,8,6,5,8,3,8,6,9
E,5,8,7,6,4,7,7,3,8,12,7,9,3,8,5,8
E,3,2,3,3,3,7,7,5,7,7,5,9,2,8,5,10
E,6,11,9,8,5,5,9,3,11,11,8,8,2,8,5,5
E,4,7,5,5,4,6,8,7,9,6,4,10,2,8,6,8
E,3,7,3,5,3,3,6,5,9,7,7,13,0,8,7,9
E,3,2,3,3,3,7,7,5,7,7,5,9,2,8,5,10
E,3,4,4,6,2,3,8,6,10,7,6,14,0,8,7,7
E,5,10,8,7,6,6,8,3,8,11,8,9,3,8,5,6
E,5,9,7,6,5,7,8,1,8,11,6,9,3,8,4,9
E,3,10,5,8,5,7,7,5,8,7,7,10,3,8,6,9
E,4,10,5,8,3,3,7,6,11,7,6,15,0,8,7,6
E,4,7,6,5,4,9,6,2,8,11,5,8,4,7,6,10
E,6,8,8,6,5,4,9,4,9,11,10,9,2,9,4,5
E,5,10,7,7,6,10,6,1,7,11,4,8,4,8,5,11
E,4,10,6,7,5,10,6,1,7,11,4,8,3,8,4,11
